Peak CCU,Price (USD),Review Ratio,Web Exposure,,Price (USD),Peak CCU,,,Review Ratio,Peak CCU,,,Web Exposure,Peak CCU,,,,Peak CCU
113,0,2.8784846318799144,14.037037037037036,,0,113,,,2.878484632,113,,,14.03703704,113,,,,113
,,,,,,,,,,,,,,,,,,
1961,9.99,26.164473684210527,0.047619047619047616,,9.99,1961,,,26.16447368,1961,,,0.047619048,1961,,,,1961
,,,,,,,,,,,,,,,,,,
241,0,2.1151515151515152,4.285714285714286,,0,241,,,2.115151515,241,,,4.285714286,241,,,,241
,,,,,,,,,,,,,,,,,,
162,49.99,2.2855450236966823,2.1226053639846745,,49.99,162,,,2.285545024,162,,,2.122605364,162,,,,162
,,,,,,,,,,,,,,,,,,
195,14.99,7.093535076,7.132075471698113,,14.99,195,,,7.093535076,195,,,7.132075472,195,,,,195
,,,,,,,,,,,,,,,,,,
396,29.99,9.798068077276909,12.4,,29.99,396,,,9.798068077,396,,,12.40,396,,,,396
,,,,,,,,,,,,,,,,,,
198,39.99,6.443365696,1.2796934865900382,,39.99,198,,,6.443365696,198,,,1.279693487,198,,,,198
,,,,,,,,,,,,,,,,,,
563,24.99,25.01578947368421,5.739463601532567,,24.99,563,,,25.01578947,563,,,5.739463602,563,,,,563
,,,,,,,,,,,,,,,,,,
354,39.99,5.718309859,3.632183908045977,,39.99,354,,,5.718309859,354,,,3.632183908,354,,,,354
,,,,,,,,,,,,,,,,,,
164,8.99,12.37434554973822,0.842741935,,8.99,164,,,12.37434555,164,,,0.84,164,,,,164
,,,,,,,,,,,,,,,,,,
1441,10.19,2.953242835595777,5.5,,10.19,1441,,,2.953242836,1441,,,5.50,1441,,,,1441
,,,,,,,,,,,,,,,,,,
779,3.29,3.2873289708506843,1.4236111111111112,,3.29,779,,,3.287328971,779,,,1.423611111,779,,,,779
,,,,,,,,,,,,,,,,,,
133,20.09,8.630890052,25.564102564102566,,20.09,133,,,8.630890052,133,,,25.56410256,133,,,,133
,,,,,,,,,,,,,,,,,,
151,4.79,2.725296442687747,3.0338983050847457,,4.79,151,,,2.725296443,151,,,3.033898305,151,,,,151
,,,,,,,,,,,,,,,,,,
825,49.99,7.750689655172414,7.708812260536399,,49.99,825,,,7.750689655,825,,,7.708812261,825,,,,825
,,,,,,,,,,,,,,,,,,
1248,59.99,10.88888888888889,6.868131868131868,,59.99,1248,,,10.88888889,1248,,,6.868131868,1248,,,,1248
,,,,,,,,,,,,,,,,,,
120,8.99,2.011509817197021,0.3946360153256705,,8.99,120,,,2.011509817,120,,,0.394636015,120,,,,120
,,,,,,,,,,,,,,,,,,
174,11.19,2.211225997,1.0769230769230769,,11.19,174,,,2.211225997,174,,,1.076923077,174,,,,174
,,,,,,,,,,,,,,,,,,
115,15.99,9.887700535,1.5632183908045978,,15.99,115,,,9.887700535,115,,,1.563218391,115,,,,115
,,,,,,,,,,,,,,,,,,
782,16.19,2.6884057971014492,0.5181347150259067,,16.19,782,,,2.688405797,782,,,0.518134715,782,,,,782
,,,,,,,,,,,,,,,,,,
530,39.99,5.574098274960795,5.789272030651341,,39.99,530,,,5.574098275,530,,,5.789272031,530,,,,530
,,,,,,,,,,,,,,,,,,
107,17.99,5.7,0.49019607843137253,,17.99,107,,,5.7,107,,,0.490196078,107,,,,107
,,,,,,,,,,,,,,,,,,
1533,0,2.982023696037042,19.18773946360153,,0,1533,,,2.982023696,1533,,,19.18773946,1533,,,,1533
,,,,,,,,,,,,,,,,,,
1107,0,5.024482759,1.3584905660377358,,0,1107,,,5.024482759,1107,,,1.358490566,1107,,,,1107
,,,,,,,,,,,,,,,,,,
112,9.99,0.9130138541903248,1.593984962406015,,9.99,112,,,0.913013854,112,,,1.593984962,112,,,,112
,,,,,,,,,,,,,,,,,,
233,19.99,3.7232704402515724,0.7471264367816092,,19.99,233,,,3.72327044,233,,,0.747126437,233,,,,233
,,,,,,,,,,,,,,,,,,
535,9.99,16.39142628205128,4.835820895522388,,9.99,535,,,16.39142628,535,,,4.835820896,535,,,,535
,,,,,,,,,,,,,,,,,,
355,24.99,20.29608938547486,1.0842911877394636,,24.99,355,,,20.29608939,355,,,1.084291188,355,,,,355
,,,,,,,,,,,,,,,,,,
1235,0,4.327901785714285,14.5,,0,1235,,,4.327901786,1235,,,14.50,1235,,,,1235
,,,,,,,,,,,,,,,,,,
225,14.99,23.540983606557376,1.3968253968253967,,14.99,225,,,23.54098361,225,,,1.396825397,225,,,,225
,,,,,,,,,,,,,,,,,,
125,24.99,16.613259668508288,2.0078740157480315,,24.99,125,,,16.61325967,125,,,2.007874016,125,,,,125
,,,,,,,,,,,,,,,,,,
394,19.99,8.995934959349594,1.1442307692307692,,19.99,394,,,8.995934959,394,,,1.144230769,394,,,,394
,,,,,,,,,,,,,,,,,,
201,19.99,3.6897671900378994,3.9578544061302683,,19.99,201,,,3.68976719,201,,,3.957854406,201,,,,201
,,,,,,,,,,,,,,,,,,
105,39.99,11.047154471544715,3.4358974358974357,,39.99,105,,,11.04715447,105,,,3.435897436,105,,,,105
,,,,,,,,,,,,,,,,,,
278,38.99,11.373134328358208,0.6972477064220184,,38.99,278,,,11.37313433,278,,,0.697247706,278,,,,278
,,,,,,,,,,,,,,,,,,
1345,39.99,3.2903225806451615,4.636015325670498,,39.99,1345,,,3.290322581,1345,,,4.636015326,1345,,,,1345
,,,,,,,,,,,,,,,,,,
681,0,7.510869565217392,0.7318007662835249,,0,681,,,7.510869565,681,,,0.731800766,681,,,,681
,,,,,,,,,,,,,,,,,,
469,24.99,16.419773095623988,0.40229885057471265,,24.99,469,,,16.4197731,469,,,0.402298851,469,,,,469
,,,,,,,,,,,,,,,,,,
652,24.99,14.265384615384615,0.5575221238938053,,24.99,652,,,14.26538462,652,,,0.557522124,652,,,,652
,,,,,,,,,,,,,,,,,,
298,24.99,3.6706924315619966,8.31092437,,24.99,298,,,3.670692432,298,,,8.31,298,,,,298
,,,,,,,,,,,,,,,,,,
284,22.99,16.735294117647058,0.7816091954022989,,22.99,284,,,16.73529412,284,,,0.781609195,284,,,,284
,,,,,,,,,,,,,,,,,,
111,14.99,19.382825484764542,13.578544061302683,,14.99,111,,,19.38282548,111,,,13.57854406,111,,,,111
,,,,,,,,,,,,,,,,,,
274,0,3.129166666666667,0.8849557522123894,,0,274,,,3.129166667,274,,,0.884955752,274,,,,274
,,,,,,,,,,,,,,,,,,
584,18.99,7.71133412,7.330049261083744,,18.99,584,,,7.71133412,584,,,7.330049261,584,,,,584
,,,,,,,,,,,,,,,,,,
317,0,4.838383838383838,0.6245210727969349,,0,317,,,4.838383838,317,,,0.624521073,317,,,,317
,,,,,,,,,,,,,,,,,,
1559,5.99,3.030530401034929,15.229885057471265,,5.99,1559,,,3.030530401,1559,,,15.22988506,1559,,,,1559
,,,,,,,,,,,,,,,,,,
1092,9.99,28.25679127002554,17.570048309178745,,9.99,1092,,,28.25679127,1092,,,17.57004831,1092,,,,1092
,,,,,,,,,,,,,,,,,,
258,29.99,1.7446236559139785,1.5379746835443038,,29.99,258,,,1.744623656,258,,,1.537974684,258,,,,258
,,,,,,,,,,,,,,,,,,
286,29.99,10.745144669044787,15.961538461538462,,29.99,286,,,10.74514467,286,,,15.96153846,286,,,,286
,,,,,,,,,,,,,,,,,,
942,34.99,3.9995408631772267,3.345622119815668,,34.99,942,,,3.999540863,942,,,3.34562212,942,,,,942
,,,,,,,,,,,,,,,,,,
2054,24.99,19.07601396723073,5.0727969348659006,,24.99,2054,,,19.07601397,2054,,,5.072796935,2054,,,,2054
,,,,,,,,,,,,,,,,,,
516,19.99,2.8777777777777778,0.8467432950191571,,19.99,516,,,2.877777778,516,,,0.846743295,516,,,,516
,,,,,,,,,,,,,,,,,,
139,9.99,3.529980657640232,0.948051948,,9.99,139,,,3.529980658,139,,,0.95,139,,,,139
,,,,,,,,,,,,,,,,,,
709,6.99,5.1794909736608465,13.12280701754386,,6.99,709,,,5.179490974,709,,,13.12280702,709,,,,709
,,,,,,,,,,,,,,,,,,
128,9.99,5.709090909090909,0.3831417624521073,,9.99,128,,,5.709090909,128,,,0.383141762,128,,,,128
,,,,,,,,,,,,,,,,,,
119,19.99,5.290697674418604,0.4099616858237548,,19.99,119,,,5.290697674,119,,,0.409961686,119,,,,119
,,,,,,,,,,,,,,,,,,
147,39.99,11.818609022556391,5,,39.99,147,,,11.81860902,147,,,5.00,147,,,,147
,,,,,,,,,,,,,,,,,,
101,39.99,13.054112554112555,0.4065040650406504,,39.99,101,,,13.05411255,101,,,0.406504065,101,,,,101
,,,,,,,,,,,,,,,,,,
152,4.99,5.8192834562697575,4.666666666666667,,4.99,152,,,5.819283456,152,,,4.666666667,152,,,,152
,,,,,,,,,,,,,,,,,,
106,19.99,2.506426735218509,0,,19.99,106,,,2.506426735,106,,,0.00,106,,,,106
,,,,,,,,,,,,,,,,,,
162,49.99,4.15,0.8062015503875969,,49.99,162,,,4.15,162,,,0.80620155,162,,,,162
,,,,,,,,,,,,,,,,,,
1006,19.99,7.100985221674877,6.518518518518518,,19.99,1006,,,7.100985222,1006,,,6.518518519,1006,,,,1006
,,,,,,,,,,,,,,,,,,
101,25.99,9.417910447761194,0.5347593582887701,,25.99,101,,,9.417910448,101,,,0.534759358,101,,,,101
,,,,,,,,,,,,,,,,,,
132,9.99,3.043691588785047,18.877394636015325,,9.99,132,,,3.043691589,132,,,18.87739464,132,,,,132
,,,,,,,,,,,,,,,,,,
103,34.99,11.534914361001318,5.854406130268199,,34.99,103,,,11.53491436,103,,,5.85440613,103,,,,103
,,,,,,,,,,,,,,,,,,
151,39.99,10.305555555555555,0.13793103448275862,,39.99,151,,,10.30555556,151,,,0.137931034,151,,,,151
,,,,,,,,,,,,,,,,,,
159,11.99,4.028627838,0.40782122905027934,,11.99,159,,,4.028627838,159,,,0.407821229,159,,,,159
,,,,,,,,,,,,,,,,,,
1908,9.99,12.627126035761012,6.555555555555555,,9.99,1908,,,12.62712604,1908,,,6.555555556,1908,,,,1908
,,,,,,,,,,,,,,,,,,
359,18.99,6.597014925373134,0.44061302681992337,,18.99,359,,,6.597014925,359,,,0.440613027,359,,,,359
,,,,,,,,,,,,,,,,,,
349,19.99,15.222330729166666,17.231404958677686,,19.99,349,,,15.22233073,349,,,17.23140496,349,,,,349
,,,,,,,,,,,,,,,,,,
175,2.99,3.75,0.5019157088122606,,2.99,175,,,3.75,175,,,0.501915709,175,,,,175
,,,,,,,,,,,,,,,,,,
106,39.99,7.2631578947368425,2.0833333333333335,,39.99,106,,,7.263157895,106,,,2.083333333,106,,,,106
,,,,,,,,,,,,,,,,,,
1197,5.99,11.515196662693683,14.401197604790418,,5.99,1197,,,11.51519666,1197,,,14.4011976,1197,,,,1197
,,,,,,,,,,,,,,,,,,
307,7.99,15.430260047281324,16.46,,7.99,307,,,15.43026005,307,,,16.46,307,,,,307
,,,,,,,,,,,,,,,,,,
263,14.99,4.776785714285714,3.4022988505747125,,14.99,263,,,4.776785714,263,,,3.402298851,263,,,,263
,,,,,,,,,,,,,,,,,,
286,19.99,5.090909090909091,0.3831417624521073,,19.99,286,,,5.090909091,286,,,0.383141762,286,,,,286
,,,,,,,,,,,,,,,,,,
729,24.99,2.275796178343949,2.0185185185185186,,24.99,729,,,2.275796178,729,,,2.018518519,729,,,,729
,,,,,,,,,,,,,,,,,,
280,14.99,13.543904518329072,10.628352490421456,,14.99,280,,,13.54390452,280,,,10.62835249,280,,,,280
,,,,,,,,,,,,,,,,,,
459,14.99,3.252577319587629,0.41841004184100417,,14.99,459,,,3.25257732,459,,,0.418410042,459,,,,459
,,,,,,,,,,,,,,,,,,
653,39.99,7.6670209938878555,5.992337164750958,,39.99,653,,,7.667020994,653,,,5.992337165,653,,,,653
,,,,,,,,,,,,,,,,,,
807,19.99,12.137102473498233,1.266355140186916,,19.99,807,,,12.13710247,807,,,1.26635514,807,,,,807
,,,,,,,,,,,,,,,,,,
124,7.99,5.314741035856573,0.6934865900383141,,7.99,124,,,5.314741036,124,,,0.69348659,124,,,,124
,,,,,,,,,,,,,,,,,,
372,29.99,5.307121661721069,13.42911877394636,,29.99,372,,,5.307121662,372,,,13.42911877,372,,,,372
,,,,,,,,,,,,,,,,,,
390,14.99,4.300420168067227,1.2796934865900382,,14.99,390,,,4.300420168,390,,,1.279693487,390,,,,390
,,,,,,,,,,,,,,,,,,
163,39.99,11.903948772678762,4.432950191570881,,39.99,163,,,11.90394877,163,,,4.432950192,163,,,,163
,,,,,,,,,,,,,,,,,,
299,24.99,2.464788732394366,0.089385475,,24.99,299,,,2.464788732,299,,,0.09,299,,,,299
,,,,,,,,,,,,,,,,,,
264,0,7.228684359119142,0.9578544061302682,,0,264,,,7.228684359,264,,,0.957854406,264,,,,264
,,,,,,,,,,,,,,,,,,
694,15.99,2.7114035087719297,1.9118773946360152,,15.99,694,,,2.711403509,694,,,1.911877395,694,,,,694
,,,,,,,,,,,,,,,,,,
282,19.99,5.514483251877459,11.153256704980842,,19.99,282,,,5.514483252,282,,,11.1532567,282,,,,282
,,,,,,,,,,,,,,,,,,
102,0,4.137566137566138,0.5154639175257731,,0,102,,,4.137566138,102,,,0.515463918,102,,,,102
,,,,,,,,,,,,,,,,,,
1870,29.99,4.629252233892459,15.285714285714286,,29.99,1870,,,4.629252234,1870,,,15.28571429,1870,,,,1870
,,,,,,,,,,,,,,,,,,
398,29.99,9.864441416893733,2.582375478927203,,29.99,398,,,9.864441417,398,,,2.582375479,398,,,,398
,,,,,,,,,,,,,,,,,,
191,12.99,11.885714285714286,1.7972972972972974,,12.99,191,,,11.88571429,191,,,1.797297297,191,,,,191
,,,,,,,,,,,,,,,,,,
123,34.99,4.641791044776119,0.7740585774058577,,34.99,123,,,4.641791045,123,,,0.774058577,123,,,,123
,,,,,,,,,,,,,,,,,,
248,59.99,3.050559629486685,0,,59.99,248,,,3.050559629,248,,,0.00,248,,,,248
,,,,,,,,,,,,,,,,,,
170,39.99,3.1438943894389437,1.8088235294117647,,39.99,170,,,3.143894389,170,,,1.808823529,170,,,,170
,,,,,,,,,,,,,,,,,,
315,29.99,18.30185185185185,1.2647058823529411,,29.99,315,,,18.30185185,315,,,1.264705882,315,,,,315
,,,,,,,,,,,,,,,,,,
110,29.99,13.879032258064516,0.5827338129496403,,29.99,110,,,13.87903226,110,,,0.582733813,110,,,,110
,,,,,,,,,,,,,,,,,,
131,0,1.731092437,0.16483516483516483,,0,131,,,1.731092437,131,,,0.164835165,131,,,,131
,,,,,,,,,,,,,,,,,,
560,24.99,8.848148148148148,7.361963190184049,,24.99,560,,,8.848148148,560,,,7.36196319,560,,,,560
,,,,,,,,,,,,,,,,,,
404,19.99,18.64864864864865,0.41379310344827586,,19.99,404,,,18.64864865,404,,,0.413793103,404,,,,404
,,,,,,,,,,,,,,,,,,
116,19.99,6.108146067,6.773946360153257,,19.99,116,,,6.108146067,116,,,6.77394636,116,,,,116
,,,,,,,,,,,,,,,,,,
257,0,16.26909090909091,9.885057471264368,,0,257,,,16.26909091,257,,,9.885057471,257,,,,257
,,,,,,,,,,,,,,,,,,
479,19.99,9.095622609434765,8.417624521072797,,19.99,479,,,9.095622609,479,,,8.417624521,479,,,,479
,,,,,,,,,,,,,,,,,,
276,24.99,10.885271317829458,18,,24.99,276,,,10.88527132,276,,,18.00,276,,,,276
,,,,,,,,,,,,,,,,,,
167,19.99,14.373382624768947,23.2,,19.99,167,,,14.37338262,167,,,23.20,167,,,,167
,,,,,,,,,,,,,,,,,,
170,9.99,7.404350607805502,0.025157232704402517,,9.99,170,,,7.404350608,170,,,0.025157233,170,,,,170
,,,,,,,,,,,,,,,,,,
115,15.99,15.247920133111482,1.1226053639846743,,15.99,115,,,15.24792013,115,,,1.122605364,115,,,,115
,,,,,,,,,,,,,,,,,,
702,11.99,5.817382439148719,7.316602316602316,,11.99,702,,,5.817382439,702,,,7.316602317,702,,,,702
,,,,,,,,,,,,,,,,,,
283,5.99,5.6999132697311365,20.425531914893618,,5.99,283,,,5.69991327,283,,,20.42553191,283,,,,283
,,,,,,,,,,,,,,,,,,
145,9.99,10.151960784313726,13.53061224489796,,9.99,145,,,10.15196078,145,,,13.53061224,145,,,,145
,,,,,,,,,,,,,,,,,,
1141,59.99,12.530923694779116,3.578544061302682,,59.99,1141,,,12.53092369,1141,,,3.578544061,1141,,,,1141
,,,,,,,,,,,,,,,,,,
492,19.99,11.256341789052069,0.42911877394636017,,19.99,492,,,11.25634179,492,,,0.429118774,492,,,,492
,,,,,,,,,,,,,,,,,,
309,27.99,7.781395349,0.8181818181818182,,27.99,309,,,7.781395349,309,,,0.818181818,309,,,,309
,,,,,,,,,,,,,,,,,,
518,0,6.313486370157819,0.8333333333333334,,0,518,,,6.31348637,518,,,0.833333333,518,,,,518
,,,,,,,,,,,,,,,,,,
159,0,4.6481876332622605,0.3831417624521073,,0,159,,,4.648187633,159,,,0.383141762,159,,,,159
,,,,,,,,,,,,,,,,,,
169,19.99,12.365217391304348,15.839080459770114,,19.99,169,,,12.36521739,169,,,15.83908046,169,,,,169
,,,,,,,,,,,,,,,,,,
112,19.99,14.395150720838794,1.5,,19.99,112,,,14.39515072,112,,,1.50,112,,,,112
,,,,,,,,,,,,,,,,,,
134,4.99,15.217391304347826,0.9915966386554622,,4.99,134,,,15.2173913,134,,,0.991596639,134,,,,134
,,,,,,,,,,,,,,,,,,
1017,0,2.4598157335223245,13.431693989071038,,0,1017,,,2.459815734,1017,,,13.43169399,1017,,,,1017
,,,,,,,,,,,,,,,,,,
126,29.99,5.869747899159663,3.620155039,,29.99,126,,,5.869747899,126,,,3.62,126,,,,126
,,,,,,,,,,,,,,,,,,
132,0,4.677215189873418,0.5823754789272031,,0,132,,,4.67721519,132,,,0.582375479,132,,,,132
,,,,,,,,,,,,,,,,,,
125,0,5.379248658318426,3.509433962264151,,0,125,,,5.379248658,125,,,3.509433962,125,,,,125
,,,,,,,,,,,,,,,,,,
125,5.99,18.417630057803468,8.272030651340996,,5.99,125,,,18.41763006,125,,,8.272030651,125,,,,125
,,,,,,,,,,,,,,,,,,
152,29.99,18.12,3.3295019157088124,,29.99,152,,,18.12,152,,,3.329501916,152,,,,152
,,,,,,,,,,,,,,,,,,
162,19.99,3.468544038346315,20.04316547,,19.99,162,,,3.468544038,162,,,20.04,162,,,,162
,,,,,,,,,,,,,,,,,,
177,19.99,9.678961749,2.210727969348659,,19.99,177,,,9.678961749,177,,,2.210727969,177,,,,177
,,,,,,,,,,,,,,,,,,
1302,0,6.493273542600897,4,,0,1302,,,6.493273543,1302,,,4.00,1302,,,,1302
,,,,,,,,,,,,,,,,,,
148,0,2.036908077994429,3.6493506493506493,,0,148,,,2.036908078,148,,,3.649350649,148,,,,148
,,,,,,,,,,,,,,,,,,
386,34.99,3.4033237456056247,5.35625,,34.99,386,,,3.403323746,386,,,5.36,386,,,,386
,,,,,,,,,,,,,,,,,,
194,34.99,1.1911328588374852,1.3946360153256705,,34.99,194,,,1.191132859,194,,,1.394636015,194,,,,194
,,,,,,,,,,,,,,,,,,
210,19.99,4.161587526576896,4.465346534653466,,19.99,210,,,4.161587527,210,,,4.465346535,210,,,,210
,,,,,,,,,,,,,,,,,,
351,15.99,19.300574712643677,3.9770114942528734,,15.99,351,,,19.30057471,351,,,3.977011494,351,,,,351
,,,,,,,,,,,,,,,,,,
193,19.99,4.746177370030581,3.9642857142857144,,19.99,193,,,4.74617737,193,,,3.964285714,193,,,,193
,,,,,,,,,,,,,,,,,,
121,0,0.8673469387755102,1.5670498084291187,,0,121,,,0.867346939,121,,,1.567049808,121,,,,121
,,,,,,,,,,,,,,,,,,
160,0,2.9190031152647977,0.6134969325153374,,0,160,,,2.919003115,160,,,0.613496933,160,,,,160
,,,,,,,,,,,,,,,,,,
340,10.99,16.965,0,,10.99,340,,,16.965,340,,,0.00,340,,,,340
,,,,,,,,,,,,,,,,,,
426,0,27.676117459858236,18.386973180076627,,0,426,,,27.67611746,426,,,18.38697318,426,,,,426
,,,,,,,,,,,,,,,,,,
812,0.99,19.82,29.149253731343283,,0.99,812,,,19.82,812,,,29.14925373,812,,,,812
,,,,,,,,,,,,,,,,,,
932,14.99,22.73609859,15,,14.99,932,,,22.73609859,932,,,15.00,932,,,,932
,,,,,,,,,,,,,,,,,,
221,29.99,17.155038759689923,8.114942528735632,,29.99,221,,,17.15503876,221,,,8.114942529,221,,,,221
,,,,,,,,,,,,,,,,,,
151,39.99,22.48917748917749,9.253846153846155,,39.99,151,,,22.48917749,151,,,9.253846154,151,,,,151
,,,,,,,,,,,,,,,,,,
1711,9.99,15.515099223468507,0.8659003831417624,,9.99,1711,,,15.51509922,1711,,,0.865900383,1711,,,,1711
,,,,,,,,,,,,,,,,,,
304,19.99,6.509202454,0.5235602094240838,,19.99,304,,,6.509202454,304,,,0.523560209,304,,,,304
,,,,,,,,,,,,,,,,,,
258,6.99,24.714285714285715,1.5,,6.99,258,,,24.71428571,258,,,1.50,258,,,,258
,,,,,,,,,,,,,,,,,,
205,0,3.6235632183908044,2.5531914893617023,,0,205,,,3.623563218,205,,,2.553191489,205,,,,205
,,,,,,,,,,,,,,,,,,
496,7.99,2.306341463414634,0.39080459770114945,,7.99,496,,,2.306341463,496,,,0.390804598,496,,,,496
,,,,,,,,,,,,,,,,,,
597,19.99,4.519814719505919,4.388888888888889,,19.99,597,,,4.51981472,597,,,4.388888889,597,,,,597
,,,,,,,,,,,,,,,,,,
220,4.99,2.3448275862068964,1.8544061302681993,,4.99,220,,,2.344827586,220,,,1.85440613,220,,,,220
,,,,,,,,,,,,,,,,,,
519,24.99,23.695616883116884,6.198924731182796,,24.99,519,,,23.69561688,519,,,6.198924731,519,,,,519
,,,,,,,,,,,,,,,,,,
641,19.99,3.5106382978723403,2.119047619047619,,19.99,641,,,3.510638298,641,,,2.119047619,641,,,,641
,,,,,,,,,,,,,,,,,,
169,3.99,5.242236025,2.8085106382978724,,3.99,169,,,5.242236025,169,,,2.808510638,169,,,,169
,,,,,,,,,,,,,,,,,,
1299,34.99,5.815133276010318,8.368686868686869,,34.99,1299,,,5.815133276,1299,,,8.368686869,1299,,,,1299
,,,,,,,,,,,,,,,,,,
808,19.99,2.241095890410959,2.9693486590038316,,19.99,808,,,2.24109589,808,,,2.969348659,808,,,,808
,,,,,,,,,,,,,,,,,,
2092,27.99,6.078260869565217,7.180076628352491,,27.99,2092,,,6.07826087,2092,,,7.180076628,2092,,,,2092
,,,,,,,,,,,,,,,,,,
1237,19.99,18.4625,3.1226053639846745,,19.99,1237,,,18.4625,1237,,,3.122605364,1237,,,,1237
,,,,,,,,,,,,,,,,,,
610,0,3.8392754306057273,22.103448275862068,,0,610,,,3.839275431,610,,,22.10344828,610,,,,610
,,,,,,,,,,,,,,,,,,
280,16.99,7.624852071005917,0.4674329501915709,,16.99,280,,,7.624852071,280,,,0.46743295,280,,,,280
,,,,,,,,,,,,,,,,,,
156,0,15.19626168224299,0.7739463601532567,,0,156,,,15.19626168,156,,,0.77394636,156,,,,156
,,,,,,,,,,,,,,,,,,
245,35.99,6.410144927536232,8.496503496503497,,35.99,245,,,6.410144928,245,,,8.496503497,245,,,,245
,,,,,,,,,,,,,,,,,,
656,24.99,8,8.666666666666666,,24.99,656,,,8,656,,,8.666666667,656,,,,656
,,,,,,,,,,,,,,,,,,
172,8.99,3.13474839,0.4444444444444444,,8.99,172,,,3.13474839,172,,,0.444444444,172,,,,172
,,,,,,,,,,,,,,,,,,
119,29.99,8.852941176470589,1.1915708812260537,,29.99,119,,,8.852941176,119,,,1.191570881,119,,,,119
,,,,,,,,,,,,,,,,,,
204,19.99,11.654571159283694,3.1915708812260535,,19.99,204,,,11.65457116,204,,,3.191570881,204,,,,204
,,,,,,,,,,,,,,,,,,
107,14.99,8,0.7088122605363985,,14.99,107,,,8,107,,,0.708812261,107,,,,107
,,,,,,,,,,,,,,,,,,
465,29.99,2.513767019667171,1.7126436781609196,,29.99,465,,,2.51376702,465,,,1.712643678,465,,,,465
,,,,,,,,,,,,,,,,,,
925,59.99,2.4384831277331767,5.934865900383142,,59.99,925,,,2.438483128,925,,,5.9348659,925,,,,925
,,,,,,,,,,,,,,,,,,
902,0,1.2778761061946902,2.7586206896551726,,0,902,,,1.277876106,902,,,2.75862069,902,,,,902
,,,,,,,,,,,,,,,,,,
254,19.99,6.3808049535603715,4,,19.99,254,,,6.380804954,254,,,4.00,254,,,,254
,,,,,,,,,,,,,,,,,,
936,0,4.552238805970149,0.3831417624521073,,0,936,,,4.552238806,936,,,0.383141762,936,,,,936
,,,,,,,,,,,,,,,,,,
352,18.74,2.926373794581356,5.147368421052631,,18.74,352,,,2.926373795,352,,,5.147368421,352,,,,352
,,,,,,,,,,,,,,,,,,
944,59.99,10.130841121495328,6.6923076923076925,,59.99,944,,,10.13084112,944,,,6.692307692,944,,,,944
,,,,,,,,,,,,,,,,,,
212,19.99,5.978378378378379,0.6172839506172839,,19.99,212,,,5.978378378,212,,,0.617283951,212,,,,212
,,,,,,,,,,,,,,,,,,
1588,4.79,7.864516129032258,14.80451127819549,,4.79,1588,,,7.864516129,1588,,,14.80451128,1588,,,,1588
,,,,,,,,,,,,,,,,,,
332,5.49,8.224588577,8.333333333333334,,5.49,332,,,8.224588577,332,,,8.333333333,332,,,,332
,,,,,,,,,,,,,,,,,,
199,39.99,11.254545454545454,1.896551724137931,,39.99,199,,,11.25454545,199,,,1.896551724,199,,,,199
,,,,,,,,,,,,,,,,,,
474,19.99,20.431750741839764,26.482758620689655,,19.99,474,,,20.43175074,474,,,26.48275862,474,,,,474
,,,,,,,,,,,,,,,,,,
251,19.99,12.90183184593706,16.74712643678161,,19.99,251,,,12.90183185,251,,,16.74712644,251,,,,251
